weekend,rank,destination,airport,google_total,currency,passengers,outbound_example,outbound_stops,checked_at,google_search_url
19–21 Sep,1,Madeira,FNC,121.0,EUR,1,U27627 LIS-FNC 17:55-19:45,0,2026-09-09T08:49:38+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0wOS0yMSgBQBBqBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,2,London Gatwick,LGW,167.0,EUR,1,U28512 LIS-LGW 06:05-08:45,0,2026-09-09T08:49:45+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNMR1caHhIKMjAyNi0wOS0yMSgBQBBqBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,3,Dublin,DUB,182.0,EUR,1,FR7329 LIS-DUB 21:15-23:59,0,2026-09-09T08:49:38+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0wOS0yMSgBQBBqBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,4,London Luton,LTN,184.0,EUR,1,U22460 LIS-LTN 11:05-13:50,0,2026-09-09T08:49:45+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNMVE4aHhIKMjAyNi0wOS0yMSgBQBBqBRIDTFROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,5,Milan Malpensa,MXP,212.0,EUR,1,U23874 LIS-MXP 20:55-00:35,0,2026-09-09T08:49:41+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0wOS0yMSgBQBBqBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,6,Nice,NCE,213.0,EUR,1,U27611 LIS-NCE 15:55-19:20,0,2026-09-09T08:49:38+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0wOS0yMSgBQBBqBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,7,Venice,VCE,216.0,EUR,1,VY8469 LIS-BCN 17:50-20:45 / VY6400 BCN-VCE 06:30-08:20,1,2026-09-09T08:49:42+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0wOS0yMSgBQBBqBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,8,Rome,FCO,226.0,EUR,1,VY8469 LIS-BCN 17:50-20:45 / VY6100 BCN-FCO 06:40-08:30,1,2026-09-09T08:49:41+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0wOS0yMSgBQBBqBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,9,Prague,PRG,260.0,EUR,1,KL1580 LIS-AMS 11:55-15:50 / KL1359 AMS-PRG 18:20-19:50,1,2026-09-09T08:49:44+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0wOS0yMSgBQBBqBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,10,London Heathrow,LHR,268.0,EUR,1,AF1025 LIS-CDG 12:15-15:45 / AF1180 CDG-LHR 18:15-18:35,1,2026-09-09T08:49:44+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0wOS0yMSgBQBBqBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,11,Copenhagen,CPH,283.0,EUR,1,KL1580 LIS-AMS 11:55-15:50 / KL1275 AMS-CPH 16:55-18:15,1,2026-09-09T08:49:44+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNDUEgaHhIKMjAyNi0wOS0yMSgBQBBqBRIDQ1BIcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,12,Bologna,BLQ,294.0,EUR,1,AF1025 LIS-CDG 12:15-15:45 / AF1028 CDG-BLQ 21:30-23:10,1,2026-09-09T08:49:41+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0wOS0yMSgBQBBqBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,13,Naples,NAP,299.0,EUR,1,VY8469 LIS-BCN 17:50-20:45 / VY6500 BCN-NAP 07:20-09:20,1,2026-09-09T08:49:41+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNOQVAaHhIKMjAyNi0wOS0yMSgBQBBqBRIDTkFQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,14,Zagreb,ZAG,308.0,EUR,1,KL1580 LIS-AMS 11:55-15:50 / KL1969 AMS-ZAG 20:45-22:40,1,2026-09-09T08:49:43+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0wOS0yMSgBQBBqBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,15,Dubrovnik,DBV,309.0,EUR,1,VY8469 LIS-BCN 17:50-20:45 / VY7720 BCN-DBV 06:50-09:00,1,2026-09-09T08:49:44+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNEQlYaHhIKMjAyNi0wOS0yMSgBQBBqBRIDREJWcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,16,Berlin,BER,312.0,EUR,1,KL1586 LIS-AMS 19:45-23:40 / KL1771 AMS-BER 07:00-08:20,1,2026-09-09T08:49:42+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0wOS0yMSgBQBBqBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,17,Edinburgh,EDI,314.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1686 CDG-EDI 09:45-10:40,1,2026-09-09T08:49:42+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNFREkaHhIKMjAyNi0wOS0yMSgBQBBqBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,18,Oslo,OSL,315.0,EUR,1,KL1586 LIS-AMS 19:45-23:40 / KL1197 AMS-OSL 07:00-08:45,1,2026-09-09T08:49:46+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNPU0waHhIKMjAyNi0wOS0yMSgBQBBqBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,19,Bergen,BGO,323.0,EUR,1,LH1781 LIS-MUC 06:15-10:20 / LH2450 MUC-BGO 15:20-17:35,1,2026-09-09T08:49:46+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNCR08aHhIKMjAyNi0wOS0yMSgBQBBqBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,20,Glasgow,GLA,326.0,EUR,1,BA505 LIS-LHR 16:25-19:10 / BA1496 LHR-GLA 20:55-22:15,1,2026-09-09T08:49:42+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0wOS0yMSgBQBBqBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,21,Split,SPU,339.0,EUR,1,VY8469 LIS-BCN 17:50-20:45 / VY2478 BCN-SPU 06:15-08:15,1,2026-09-09T08:49:43+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0wOS0yMSgBQBBqBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,22,Marrakech,RAK,368.0,EUR,1,AT983 LIS-CMN 18:40-20:05 / AT401 CMN-RAK 21:50-22:55,1,2026-09-09T08:49:39+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0wOS0yMSgBQBBqBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,23,Agadir,AGA,368.0,EUR,1,AT983 LIS-CMN 18:40-20:05 / AT431 CMN-AGA 23:15-00:15,1,2026-09-09T08:49:39+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNBR0EaHhIKMjAyNi0wOS0yMSgBQBBqBRIDQUdBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,24,Casablanca,CMN,390.0,EUR,1,AF1225 LIS-CDG 09:50-13:20 / AF1196 CDG-CMN 15:15-17:20,1,2026-09-09T08:49:39+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNDTU4aHhIKMjAyNi0wOS0yMSgBQBBqBRIDQ01OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,25,Billund,BLL,449.0,EUR,1,KL1580 LIS-AMS 11:55-15:50 / KL1299 AMS-BLL 16:45-17:55,1,2026-09-09T08:49:44+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0wOS0yMSgBQBBqBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,26,Genoa / Cinque Terre,GOA,537.0,EUR,1,LH1781 LIS-MUC 06:15-10:20 / LH1892 MUC-GOA 22:05-23:20,1,2026-09-09T08:49:40+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0wOS0yMSgBQBBqBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,27,Pisa / Cinque Terre,PSA,664.0,EUR,1,EW603 LIS-CGN 14:40-18:30 / EW896 CGN-PSA 11:35-13:10,1,2026-09-09T08:49:40+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNQU0EaHhIKMjAyNi0wOS0yMSgBQBBqBRIDUFNBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,28,Shannon / Cliffs of Moher,SNN,776.0,EUR,1,BA507 LIS-LHR 18:55-21:40 / EI381 LHR-SNN 09:50-11:20,1,2026-09-09T08:49:39+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNTTk4aHhIKMjAyNi0wOS0yMSgBQBBqBRIDU05OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,29,London Stansted,STN,783.0,EUR,1,LH1779 LIS-MUC 14:30-18:40 / LH2694 MUC-STN 14:35-15:35,1,2026-09-09T08:49:45+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNTVE4aHhIKMjAyNi0wOS0yMSgBQBBqBRIDU1ROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,30,Rovaniemi,RVN,934.0,EUR,1,AY1740 LIS-HEL 16:40-23:15 / AY531 HEL-RVN 07:05-08:20,1,2026-09-09T08:49:40+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0wOS0yMSgBQBBqBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
19–21 Sep,31,Reykjavík,KEF,1363.0,EUR,1,TP1901 LIS-FAO 09:35-10:25 / FI959 FAO-KEF 16:30-20:05,1,2026-09-09T08:49:40+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMTkoAUAGagUSA0xJU3IFEgNLRUYaHhIKMjAyNi0wOS0yMSgBQBBqBRIDS0VGcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,1,London Luton,LTN,154.0,EUR,1,U22464 LIS-LTN 21:40-00:15,0,2026-09-09T08:49:54+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNMVE4aHhIKMjAyNi0wOS0yOCgBQBBqBRIDTFROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,2,Dublin,DUB,164.0,EUR,1,FR7137 LIS-DUB 22:30-01:15,0,2026-09-09T08:49:47+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNEVUIaHhIKMjAyNi0wOS0yOCgBQBBqBRIDRFVCcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,3,London Gatwick,LGW,169.0,EUR,1,U28518 LIS-LGW 20:45-23:30,0,2026-09-09T08:49:54+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNMR1caHhIKMjAyNi0wOS0yOCgBQBBqBRIDTEdXcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,4,Nice,NCE,175.0,EUR,1,LX2087 LIS-ZRH 18:20-22:15 / LX562 ZRH-NCE 07:05-08:15,1,2026-09-09T08:49:47+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNOQ0UaHhIKMjAyNi0wOS0yOCgBQBBqBRIDTkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,5,Milan Malpensa,MXP,189.0,EUR,1,UX1156 LIS-MAD 16:05-18:20 / UX1063 MAD-MXP 12:50-14:55,1,2026-09-09T08:49:49+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNNWFAaHhIKMjAyNi0wOS0yOCgBQBBqBRIDTVhQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,6,Madeira,FNC,192.0,EUR,1,U27627 LIS-FNC 18:30-20:20,0,2026-09-09T08:49:47+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNGTkMaHhIKMjAyNi0wOS0yOCgBQBBqBRIDRk5DcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,7,Venice,VCE,205.0,EUR,1,VY8465 LIS-BCN 22:10-01:05 / VY6400 BCN-VCE 06:30-08:20,1,2026-09-09T08:49:50+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNWQ0UaHhIKMjAyNi0wOS0yOCgBQBBqBRIDVkNFcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,8,Rome,FCO,220.0,EUR,1,VY8465 LIS-BCN 22:10-01:05 / VY6100 BCN-FCO 06:30-08:20,1,2026-09-09T08:49:50+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNGQ08aHhIKMjAyNi0wOS0yOCgBQBBqBRIDRkNPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,9,Bologna,BLQ,227.0,EUR,1,VY8465 LIS-BCN 22:10-01:05 / VY6524 BCN-BLQ 06:25-08:05,1,2026-09-09T08:49:50+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNCTFEaHhIKMjAyNi0wOS0yOCgBQBBqBRIDQkxRcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,10,Naples,NAP,284.0,EUR,1,LX2087 LIS-ZRH 18:20-22:15 / LX1712 ZRH-NAP 07:00-08:40,1,2026-09-09T08:49:50+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNOQVAaHhIKMjAyNi0wOS0yOCgBQBBqBRIDTkFQcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,11,London Heathrow,LHR,285.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1680 CDG-LHR 07:30-07:55,1,2026-09-09T08:49:53+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNMSFIaHhIKMjAyNi0wOS0yOCgBQBBqBRIDTEhScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,12,Prague,PRG,285.0,EUR,1,KL1586 LIS-AMS 19:45-23:40 / KL1353 AMS-PRG 09:05-10:30,1,2026-09-09T08:49:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNQUkcaHhIKMjAyNi0wOS0yOCgBQBBqBRIDUFJHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,13,Edinburgh,EDI,292.0,EUR,1,KL1586 LIS-AMS 19:45-23:40 / KL923 AMS-EDI 08:05-08:30,1,2026-09-09T08:49:51+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNFREkaHhIKMjAyNi0wOS0yOCgBQBBqBRIDRURJcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,14,Copenhagen,CPH,292.0,EUR,1,LX2087 LIS-ZRH 18:20-22:15 / LX1266 ZRH-CPH 07:10-08:55,1,2026-09-09T08:49:53+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNDUEgaHhIKMjAyNi0wOS0yOCgBQBBqBRIDQ1BIcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,15,Casablanca,CMN,296.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1896 CDG-CMN 07:05-08:15,1,2026-09-09T08:49:48+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNDTU4aHhIKMjAyNi0wOS0yOCgBQBBqBRIDQ01OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,16,Berlin,BER,311.0,EUR,1,VY8465 LIS-BCN 22:10-01:05 / VY1884 BCN-BER 06:40-09:25,1,2026-09-09T08:49:51+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNCRVIaHhIKMjAyNi0wOS0yOCgBQBBqBRIDQkVScgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,17,Oslo,OSL,317.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1174 CDG-OSL 09:25-11:45,1,2026-09-09T08:49:54+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNPU0waHhIKMjAyNi0wOS0yOCgBQBBqBRIDT1NMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,18,Split,SPU,330.0,EUR,1,VY8465 LIS-BCN 22:10-01:05 / VY2476 BCN-SPU 11:45-13:55,1,2026-09-09T08:49:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNTUFUaHhIKMjAyNi0wOS0yOCgBQBBqBRIDU1BVcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,19,Dubrovnik,DBV,345.0,EUR,1,VY8465 LIS-BCN 22:10-01:05 / VY7720 BCN-DBV 12:05-14:25,1,2026-09-09T08:49:52+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNEQlYaHhIKMjAyNi0wOS0yOCgBQBBqBRIDREJWcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,20,Marrakech,RAK,375.0,EUR,1,AT983 LIS-CMN 18:40-19:05 / AT401 CMN-RAK 20:50-21:55,1,2026-09-09T08:49:47+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNSQUsaHhIKMjAyNi0wOS0yOCgBQBBqBRIDUkFLcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,21,Agadir,AGA,375.0,EUR,1,AT983 LIS-CMN 18:40-19:05 / AT429 CMN-AGA 20:50-22:15,1,2026-09-09T08:49:48+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNBR0EaHhIKMjAyNi0wOS0yOCgBQBBqBRIDQUdBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,22,Zagreb,ZAG,381.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1160 CDG-ZAG 09:45-11:40,1,2026-09-09T08:49:51+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNaQUcaHhIKMjAyNi0wOS0yOCgBQBBqBRIDWkFHcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,23,Bergen,BGO,390.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1252 CDG-BGO 09:05-11:20,1,2026-09-09T08:49:54+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNCR08aHhIKMjAyNi0wOS0yOCgBQBBqBRIDQkdPcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,24,Billund,BLL,429.0,EUR,1,AF1195 LIS-CDG 18:50-22:20 / AF1762 CDG-BLL 09:35-11:20,1,2026-09-09T08:49:53+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNCTEwaHhIKMjAyNi0wOS0yOCgBQBBqBRIDQkxMcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,25,Glasgow,GLA,647.0,EUR,1,BA505 LIS-LHR 16:30-19:15 / BA1498 LHR-GLA 21:15-22:30,1,2026-09-09T08:49:51+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNHTEEaHhIKMjAyNi0wOS0yOCgBQBBqBRIDR0xBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,26,Genoa / Cinque Terre,GOA,775.0,EUR,1,TP556 LIS-MUC 19:15-23:20 / EN8294 MUC-GOA 11:20-12:35,1,2026-09-09T08:49:49+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNHT0EaHhIKMjAyNi0wOS0yOCgBQBBqBRIDR09BcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,27,Rovaniemi,RVN,812.0,EUR,1,AY1740 LIS-HEL 16:35-23:10 / AY531 HEL-RVN 07:05-08:20,1,2026-09-09T08:49:49+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNSVk4aHhIKMjAyNi0wOS0yOCgBQBBqBRIDUlZOcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,28,Pisa / Cinque Terre,PSA,844.0,EUR,1,LH1169 LIS-FRA 16:25-20:30 / EN8870 FRA-PSA 08:05-09:40,1,2026-09-09T08:49:49+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNQU0EaHhIKMjAyNi0wOS0yOCgBQBBqBRIDUFNBcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,29,London Stansted,STN,909.0,EUR,1,TP556 LIS-MUC 19:15-23:20 / LH2694 MUC-STN 08:25-09:25,1,2026-09-09T08:49:54+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNTVE4aHhIKMjAyNi0wOS0yOCgBQBBqBRIDU1ROcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
25–28 Sep,30,Shannon / Cliffs of Moher,SNN,1195.0,EUR,1,BA505 LIS-LHR 16:30-19:15 / EI381 LHR-SNN 09:50-11:20,1,2026-09-09T08:49:47+01:00,https://www.google.com/travel/flights/search?tfs=Gh4SCjIwMjYtMDktMjUoAUAQagUSA0xJU3IFEgNTTk4aHhIKMjAyNi0wOS0yOCgBQBBqBRIDU05OcgUSA0xJU0IBAUgBiAEBmAEB&hl=en&gl=PT&curr=EUR
